sample_id,class_name,target,fold,temperature,T_low,T_high,tta_count,probability_mean,probability_std,probability_min,probability_max,probability_range,predictive_entropy_mean_probability,mean_three_band_state,tta_unique_state_count,tta_states_seen,band_instability,crosses_T_low,crosses_T_high,raw_identity,calibrated_identity,raw_rotate_minus_3,calibrated_rotate_minus_3,raw_rotate_plus_3,calibrated_rotate_plus_3,raw_translate_left_2pct,calibrated_translate_left_2pct,raw_translate_right_2pct,calibrated_translate_right_2pct,raw_translate_up_2pct,calibrated_translate_up_2pct,raw_translate_down_2pct,calibrated_translate_down_2pct,above_std_q95,above_range_q95,above_entropy_q95,engineering_uncertainty_candidate
yes_13622753872a9c37,yes,1,0,0.6907094023322218,0.13,0.57,7,0.7757792226652133,0.09691072499522006,0.6242007464489249,0.8707931996342388,0.24659245318531398,0.5321983847968601,GBM_SUSPECTED,1,GBM_SUSPECTED,False,False,False,0.7200368046760559,0.7969991480830089,0.788826584815979,0.8707931996342388,0.7339047789573669,0.8128773684307535,0.5867334008216858,0.6242007464489249,0.5906739830970764,0.6297114514712582,0.7749536037445068,0.8569497726019515,0.7576490044593811,0.838922871986357,False,False,False,False
yes_423367d590285175,yes,1,0,0.6907094023322218,0.13,0.57,7,0.9063866324934257,0.026621701336947492,0.8724500867189795,0.9457948056636463,0.07334471894466676,0.3108190690100862,GBM_SUSPECTED,1,GBM_SUSPECTED,False,False,False,0.842600405216217,0.9190091104105828,0.8012472987174988,0.882712531661099,0.8494308590888977,0.9244832181212916,0.7945594787597656,0.8763512192532794,0.8781375288963318,0.9457948056636463,0.7905252575874329,0.8724500867189795,0.8487008810043335,0.923905455625101,False,False,False,False
yes_43d5e0b3752c017e,yes,1,0,0.6907094023322218,0.13,0.57,7,0.3677974797757432,0.055900760503878315,0.3001651697377471,0.45547038174694615,0.15530521200919906,0.6577730482093755,INDETERMINATE,1,INDETERMINATE,False,False,False,0.38770177960395813,0.34037713990376833,0.44612157344818115,0.42232553682258106,0.4692003130912781,0.45547038174694615,0.4362419545650482,0.40823821976457647,0.3862884044647217,0.3384431736737673,0.35785335302352905,0.3001651697377471,0.3649224042892456,0.30956273678081614,False,False,False,False
yes_46d0b280b7be26b5,yes,1,0,0.6907094023322218,0.13,0.57,7,0.7630138777528902,0.03701289093103873,0.6883614936752058,0.8197808622621814,0.13141936858697556,0.5475809212911444,GBM_SUSPECTED,1,GBM_SUSPECTED,False,False,False,0.6795566082000732,0.7480712499462115,0.7063441276550293,0.7808649149093336,0.7400696277618408,0.8197808622621814,0.703403890132904,0.7773432612585994,0.6879416704177856,0.7585040952489396,0.6335244178771973,0.6883614936752058,0.6958217024803162,0.7681712669697609,False,False,False,False
yes_5249365945e24fa9,yes,1,0,0.6907094023322218,0.13,0.57,7,0.6806274935211568,0.05089545210059789,0.5954003216813718,0.7643844766964699,0.16898415501509811,0.6263955655843725,GBM_SUSPECTED,1,GBM_SUSPECTED,False,False,False,0.6053063869476318,0.6500160573924942,0.5663183927536011,0.5954003216813718,0.6927217841148376,0.7643844766964699,0.6195062398910522,0.6694565274975229,0.6195796728134155,0.6695563287882018,0.6670316457748413,0.7322185532349845,0.6297940015792847,0.6833601893570519,False,False,False,False
yes_6a069b3d733eb11d,yes,1,0,0.6907094023322218,0.13,0.57,7,0.6697036405833005,0.11538716776621599,0.5094688839556079,0.8659875468748087,0.35651866291920087,0.6343883144349847,GBM_SUSPECTED,2,GBM_SUSPECTED|INDETERMINATE,True,False,True,0.5652177333831787,0.5938368159934913,0.708780825138092,0.7837683553460518,0.7839475274085999,0.8659875468748087,0.5487602353096008,0.5703496892998742,0.5065406560897827,0.5094688839556079,0.625495970249176,0.6775709501768687,0.6324648857116699,0.6869432424364013,False,False,False,True
yes_6c8b6e065bd3146d,yes,1,0,0.6907094023322218,0.13,0.57,7,0.44904506884989953,0.03110277927738087,0.4042693840726458,0.4996880873878375,0.0954187033151917,0.687945344568381,INDETERMINATE,1,INDETERMINATE,False,False,False,0.4454740583896637,0.4214000922567094,0.45936140418052673,0.4413057568583413,0.4629973769187927,0.44653514641860975,0.49978455901145935,0.4996880873878375,0.49017706513404846,0.4857804891953061,0.46146923303604126,0.4443365257598472,0.43344900012016296,0.4042693840726458,False,False,True,False
yes_76a496712d6d1d89,yes,1,0,0.6907094023322218,0.13,0.57,7,0.8710338980597186,0.022584720114119928,0.8403889200823492,0.896453636872105,0.056064716789755775,0.38441657235024485,GBM_SUSPECTED,1,GBM_SUSPECTED,False,False,False,0.759027361869812,0.8403889200823492,0.8118705153465271,0.8925415681839817,0.7596468925476074,0.8410461864603753,0.7758488655090332,0.8578597088608083,0.8103194236755371,0.8911277426231853,0.796090841293335,0.8778195233352246,0.8162052035331726,0.896453636872105,False,False,False,False
yes_79af84b55617f832,yes,1,0,0.6907094023322218,0.13,0.57,7,0.9025207085159621,0.021419542231526142,0.8603378925674738,0.9279384322138597,0.0676005396463859,0.3195088437796116,GBM_SUSPECTED,1,GBM_SUSPECTED,False,False,False,0.8049842715263367,0.8862089619433702,0.8272001147270203,0.9061160102793331,0.8538434505462646,0.9279384322138597,0.820746123790741,0.9004897806695158,0.7782984972000122,0.8603378925674738,0.8395021557807922,0.9164762153708206,0.8439189791679382,0.9200776665673611,False,False,False,False
yes_7e05b989db144b6a,yes,1,0,0.6907094023322218,0.13,0.57,7,0.37256450706232774,0.048147611584747375,0.3128634137539298,0.43623309108405245,0.12336967733012266,0.6603064607980869,INDETERMINATE,1,INDETERMINATE,False,False,False,0.3922770619392395,0.34665625771887604,0.4436042606830597,0.4187293566917723,0.4558298885822296,0.43623309108405245,0.44757160544395447,0.42439898412717103,0.3912223279476166,0.34520625273073774,0.3673907518386841,0.3128634137539298,0.3755662739276886,0.32386419332975497,False,False,False,False
yes_9d1b78b86d583a50,yes,1,0,0.6907094023322218,0.13,0.57,7,0.8192910343493206,0.03441753807170965,0.7737987899305009,0.8776846524589177,0.1038858625284168,0.4724668241517317,GBM_SUSPECTED,1,GBM_SUSPECTED,False,False,False,0.7172324061393738,0.7937309593093144,0.7004610896110535,0.7737987899305009,0.7173367142677307,0.7938528566244062,0.7430287599563599,0.8230598672639138,0.7757619619369507,0.8577714800899537,0.7959498763084412,0.8776846524589177,0.7359145879745483,0.8151386347682386,False,False,False,False
yes_9eab71b093450cfb,yes,1,0,0.6907094023322218,0.13,0.57,7,0.46261899535043943,0.03740884607427716,0.4304971026066544,0.543636836133433,0.11313973352677864,0.6903498922944085,INDETERMINATE,1,INDETERMINATE,False,False,False,0.45250487327575684,0.4314633848126544,0.4598933756351471,0.4420704483668516,0.48830896615982056,0.4830772553459256,0.4605397582054138,0.44299979483677476,0.4518307149410248,0.4304971026066544,0.5301805138587952,0.543636836133433,0.4755192697048187,0.46458814535078263,False,False,True,False
yes_adfe80b2b531e8b1,yes,1,0,0.6907094023322218,0.13,0.57,7,0.34671072397641894,0.07306334713752358,0.1906227976744554,0.4128005426512509,0.2221777449767955,0.6453866348022536,INDETERMINATE,1,INDETERMINATE,False,False,False,0.40916502475738525,0.3700637746194837,0.26918843388557434,0.1906227976744554,0.40313512086868286,0.3616663475859501,0.356329083442688,0.298149787390349,0.4171714186668396,0.3812764192121064,0.4391627609729767,0.41239539870133707,0.43944716453552246,0.4128005426512509,False,False,False,False
yes_be61ffcce791d840,yes,1,0,0.6907094023322218,0.13,0.57,7,0.5854445773564977,0.10471941741242866,0.49002781472218027,0.8352673734754973,0.345239558753317,0.678473717128395,GBM_SUSPECTED,2,GBM_SUSPECTED|INDETERMINATE,True,False,True,0.5427917242050171,0.56178779147136,0.5478396415710449,0.5690304482055161,0.7542329430580139,0.8352673734754973,0.49311164021492004,0.49002781472218027,0.5317984819412231,0.5459694588887972,0.5369555950164795,0.5533971742882633,0.5294837355613708,0.54263198044387,False,False,False,True
yes_becc758666799e37,yes,1,0,0.6907094023322218,0.13,0.57,7,0.7999697350039222,0.0497056445981435,0.7490596475646499,0.8905100598439543,0.14145041227930433,0.5004443768692919,GBM_SUSPECTED,1,GBM_SUSPECTED,False,False,False,0.7309579849243164,0.8095434269316264,0.7709769606590271,0.8528806739271652,0.8096442818641663,0.8905100598439543,0.7009524703025818,0.7743920006141148,0.6873553395271301,0.7577794115833768,0.6803459525108337,0.7490596475646499,0.6937336921691895,0.7656229245625682,False,False,False,False
yes_c367ea4f16ac06d6,yes,1,0,0.6907094023322218,0.13,0.57,7,0.31428281367928246,0.04655799356409423,0.27894343643749453,0.4240235246446909,0.14508008820719637,0.6224846577045988,INDETERMINATE,1,INDETERMINATE,False,False,False,0.3616950511932373,0.30526203537385516,0.3511420488357544,0.2913215194989617,0.44730910658836365,0.4240235246446909,0.3736874759197235,0.321327008858099,0.3499613404273987,0.2897738052926338,0.34164488315582275,0.27894343643749453,0.3496211767196655,0.289328365649242,False,False,False,False
yes_cc6d23e897ded38e,yes,1,0,0.6907094023322218,0.13,0.57,7,0.6911731600696882,0.0465080719386942,0.6160743160636247,0.7460241764435543,0.12994986037992962,0.6181587770027078,GBM_SUSPECTED,1,GBM_SUSPECTED,False,False,False,0.6371371746063232,0.6931837851138861,0.6580697894096375,0.7206870864574714,0.667412281036377,0.7327049150311576,0.6423555612564087,0.7001112895349666,0.6779250502586365,0.7460241764435543,0.5904699563980103,0.6294265518431578,0.5809438824653625,0.6160743160636247,False,False,False,False
yes_d977825f239ece41,yes,1,0,0.6907094023322218,0.13,0.57,7,0.5559273410393256,0.08617874417418438,0.39964436599432446,0.6956697703893105,0.2960254043949861,0.6868783351440078,INDETERMINATE,2,GBM_SUSPECTED|INDETERMINATE,True,False,True,0.6390058994293213,0.6956697703893105,0.5610495209693909,0.5879069649648583,0.43018847703933716,0.39964436599432446,0.5335797071456909,0.5485362289927397,0.5843769907951355,0.6208974020089013,0.5093020796775818,0.5134657258575808,0.5175318121910095,0.5253709290675644,False,False,True,True
yes_e5fde4fbf9480d56,yes,1,0,0.6907094023322218,0.13,0.57,7,0.7095799556043837,0.1183848723491559,0.5748421576141776,0.9182209934394049,0.3433788358252273,0.6025273553119777,GBM_SUSPECTED,1,GBM_SUSPECTED,False,False,False,0.6250699162483215,0.6769955353709606,0.7667126655578613,0.8484681214297698,0.8416323065757751,0.9182209934394049,0.6425706148147583,0.7003957956191424,0.6053937077522278,0.6501364338186313,0.5518979430198669,0.5748421576141776,0.568150520324707,0.5980006519385997,False,False,False,False
yes_ec5edf557c5a16b1,yes,1,0,0.6907094023322218,0.13,0.57,7,0.7109503103674013,0.03707530405780083,0.6554799465889178,0.7798103386410455,0.1243303920521277,0.6012985953998392,GBM_SUSPECTED,1,GBM_SUSPECTED,False,False,False,0.6617011427879333,0.7253780399506264,0.6580000519752502,0.7205967588199086,0.6092771887779236,0.6554799465889178,0.6611146330833435,0.7246220706722593,0.63277667760849,0.687360781945028,0.6298267841339111,0.6834042359540242,0.7054619193077087,0.7798103386410455,False,False,False,False
yes_f0a9643903d4281c,yes,1,0,0.6907094023322218,0.13,0.57,7,0.13845451319874058,0.03055544965583705,0.11252128804155616,0.2077403009551379,0.09521901291358174,0.40214802850468556,INDETERMINATE,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.22091571986675262,0.13887077656226549,0.22857974469661713,0.14666352768817922,0.28402480483055115,0.2077403009551379,0.19364739954471588,0.11252128804155616,0.20574986934661865,0.12394623044498425,0.19449003040790558,0.11330254516660933,0.20801924169063568,0.12613692353245176,False,False,False,True
yes_f7a12e5d06d49c86,yes,1,0,0.6907094023322218,0.13,0.57,7,0.17955007013320193,0.010616702947832407,0.16458204086986905,0.1938949936960276,0.02931295282615856,0.4707105505778304,INDETERMINATE,1,INDETERMINATE,False,False,False,0.2514282166957855,0.17085931728122183,0.2567831873893738,0.17673251923448774,0.2519458532333374,0.17142376151421243,0.27206119894981384,0.1938949936960276,0.24562691152095795,0.16458204086986905,0.2670324742794037,0.18818064721076747,0.26967644691467285,0.19117721112582708,False,False,False,False
yes_fca2facace9e457a,yes,1,0,0.6907094023322218,0.13,0.57,7,0.8456814172829509,0.014178624256185577,0.8194501656072456,0.8642070186609867,0.04475685305374111,0.43012753761497846,GBM_SUSPECTED,1,GBM_SUSPECTED,False,False,False,0.782157301902771,0.8642070186609867,0.7749350070953369,0.8569308471314823,0.7691159248352051,0.8509611568439652,0.7397723197937012,0.8194501656072456,0.7532860636711121,0.8342485771732656,0.7716742157936096,0.8535973483457102,0.7590140700340271,0.8403748072180008,False,False,False,False
no_0975f3c288be418a,no,0,1,0.6917205930197166,0.13,0.57,7,0.13793041021627778,0.008931742804563419,0.12629270855238814,0.14998252473582654,0.023689816183438406,0.40118871816618573,INDETERMINATE,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.22925110161304474,0.14767675717921672,0.22495919466018677,0.1432825677574531,0.22096720337867737,0.13924188824061562,0.2135433554649353,0.1318479827040632,0.20785781741142273,0.12629270855238814,0.20878109335899353,0.12718844234438112,0.23148338496685028,0.14998252473582654,False,False,False,True
no_10546b7ed6867429,no,0,1,0.6917205930197166,0.13,0.57,7,0.21619904580494947,0.040000970695851644,0.15270141804565682,0.2748328145571105,0.12213139651145369,0.5220549500555862,INDETERMINATE,1,INDETERMINATE,False,False,False,0.2340986579656601,0.15270141804565682,0.32886722683906555,0.2628485527372326,0.28635695576667786,0.21080083529028204,0.2679511606693268,0.18954640340727866,0.33824285864830017,0.2748328145571105,0.2698851227760315,0.19174067602049577,0.3031768798828125,0.2309226205765899,False,False,False,False
no_111aeacdd05f0a5d,no,0,1,0.6917205930197166,0.13,0.57,7,0.13121927623433244,0.013469873573050661,0.10497153404196105,0.14787410553230892,0.042902571490347874,0.3886979453089175,INDETERMINATE,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.18505428731441498,0.10497153404196105,0.22787530720233917,0.1462625712479058,0.22944268584251404,0.14787410553230892,0.204351007938385,0.12291323274114455,0.21567286550998688,0.13395276217320481,0.21226002275943756,0.13058586513864326,0.21367210149765015,0.13197486276515874,False,False,False,True
no_1a7acec452891038,no,0,1,0.6917205930197166,0.13,0.57,7,0.7289362140326655,0.09758659185099473,0.6275933588686998,0.9035571522663977,0.27596379339769783,0.5843140373098681,GBM_SUSPECTED,1,GBM_SUSPECTED,False,False,False,0.6767323613166809,0.7442267565711471,0.5925208330154419,0.6321039770696834,0.6673282384872437,0.7323088345469381,0.589285671710968,0.6275933588686998,0.5990710854530334,0.641199849497513,0.8245737552642822,0.9035571522663977,0.7419716119766235,0.8215635694082795,False,False,False,False
no_3163618e3155c4d9,no,0,1,0.6917205930197166,0.13,0.57,7,0.17116673765407123,0.038702468660003146,0.12588511970148578,0.2561191159769315,0.1302339962754457,0.4577314090035449,INDETERMINATE,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.25342780351638794,0.17337108148249566,0.22638867795467377,0.14474039518698276,0.20743684470653534,0.12588511970148578,0.25480207800865173,0.17487843181983437,0.3235425353050232,0.2561191159769315,0.23052522540092468,0.14899113081160195,0.2541675865650177,0.17418188859916633,False,False,False,True
no_3b098b0d2bee33d7,no,0,1,0.6917205930197166,0.13,0.57,7,0.11794047204665392,0.018621950522966446,0.09459193594372298,0.15481643725593863,0.060224501312215656,0.36280134195018987,GBM_NOT_SUSPECTED,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.19651180505752563,0.11548989584536783,0.17329281568527222,0.09459193594372298,0.1917157918214798,0.11103871563929159,0.23612067103385925,0.15481643725593863,0.21252146363258362,0.13084259817077146,0.18010900914669037,0.10055516217901345,0.19944757223129272,0.11824855929247159,False,False,False,True
no_4e5a4979e0026611,no,0,1,0.6917205930197166,0.13,0.57,7,0.222063395275847,0.08177489089961947,0.03903837503172702,0.29990296449526177,0.26086458946353475,0.5295071535532021,INDETERMINATE,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.2877955138683319,0.21249630639159392,0.0983361229300499,0.03903837503172702,0.2890550494194031,0.21398476492325602,0.34734538197517395,0.2866264358767842,0.29944127798080444,0.226398208473454,0.3391464650630951,0.2759967117388521,0.35745829343795776,0.29990296449526177,False,False,False,True
no_5cf2ebb7d8f93d79,no,0,1,0.6917205930197166,0.13,0.57,7,0.11147370980485614,0.012698627513357092,0.08984416473183301,0.12623182085086485,0.03638765611903183,0.34958543365582573,GBM_NOT_SUSPECTED,1,GBM_NOT_SUSPECTED,False,False,False,0.2070031315088272,0.1254657370811635,0.16774329543113708,0.08984416473183301,0.18479467928409576,0.10473782451588755,0.18627090752124786,0.1060695297269026,0.18512332439422607,0.10503371869082313,0.20437180995941162,0.12293317303651838,0.20779496431350708,0.12623182085086485,False,False,False,False
no_85d9aedf6609d558,no,0,1,0.6917205930197166,0.13,0.57,7,0.20256841645656257,0.06793483570824811,0.09657173542610854,0.2884845328131863,0.19191279738707778,0.5039424556318312,INDETERMINATE,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.3333572447299957,0.26856668258920485,0.19631628692150116,0.11530708615267876,0.1755741983652115,0.09657173542610854,0.27966567873954773,0.2029790005524923,0.313852995634079,0.2440216170489205,0.2788633108139038,0.20204826061334635,0.3487689793109894,0.2884845328131863,False,False,False,True
no_958591875ea6906d,no,0,1,0.6917205930197166,0.13,0.57,7,0.09940523574111025,0.03466643532268287,0.06838942931742298,0.17772344715699337,0.10933401783957039,0.3237741740229757,GBM_NOT_SUSPECTED,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.14894303679466248,0.07448994457260544,0.2573838233947754,0.17772344715699337,0.18181832134723663,0.10207315436558022,0.16301269829273224,0.08587386383634514,0.1889055222272873,0.10846272989387126,0.14105387032032013,0.06838942931742298,0.15439365804195404,0.07882408104495331,False,False,False,True
no_c9687992fb9b08ab,no,0,1,0.6917205930197166,0.13,0.57,7,0.14126811634854072,0.029172858882799642,0.11132198908762832,0.20212035355966057,0.09079836447203225,0.4072588225154563,INDETERMINATE,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.23124870657920837,0.1497394713303823,0.27892550826072693,0.20212035355966057,0.208807572722435,0.12721416847050998,0.1950674057006836,0.11414208055242052,0.19202324748039246,0.11132198908762832,0.23669111728668213,0.15541514665106348,0.21056237816810608,0.12892360478811982,False,False,False,True
no_d7c5a293e3a86973,no,0,1,0.6917205930197166,0.13,0.57,7,0.11570322614982799,0.02258224251214595,0.07393576141950764,0.13719183638539895,0.0632560749658913,0.35827563549445707,GBM_NOT_SUSPECTED,2,GBM_NOT_SUSPECTED|INDETERMINATE,True,True,False,0.21604202687740326,0.13431896187892392,0.16910821199417114,0.0910028970724452,0.1482371687889099,0.07393576141950764,0.2189246118068695,0.13719183638539895,0.20552825927734375,0.12404371713134763,0.21578435599803925,0.13406331699611002,0.1963794082403183,0.11536609216506258,False,False,False,True
