sample_id,fold,target,mahalanobis_distance,cosine_knn_distance,mahalanobis_above_q95,knn_above_q95,mahalanobis_above_q99,knn_above_q99,ood_likeness_candidate
yes_ec5edf557c5a16b1,0,1,3.210958508483,0.6704665847688371,False,False,False,False,False
yes_f0a9643903d4281c,0,1,2.5775613095679177,0.4250426635792458,False,False,False,False,False
yes_f7a12e5d06d49c86,0,1,2.807426870316804,0.5753765126289292,False,False,False,False,False
yes_fca2facace9e457a,0,1,4.144600239740141,0.6558193064595639,False,False,False,False,False
no_0975f3c288be418a,1,0,2.942844596923533,0.39213189922322633,False,False,False,False,False
no_10546b7ed6867429,1,0,4.8856001133055615,0.6247266226980139,False,False,False,False,False
no_111aeacdd05f0a5d,1,0,2.243279102122634,0.6347079553710605,False,False,False,False,False
no_1a7acec452891038,1,0,3.8884198295921046,0.6614074054866916,False,False,False,False,False
no_3163618e3155c4d9,1,0,3.533944370585162,0.6941590298102454,False,False,False,False,False
no_3b098b0d2bee33d7,1,0,2.616241713133862,0.5317875784954791,False,False,False,False,False
no_4e5a4979e0026611,1,0,2.899558792648592,0.4815963393612164,False,False,False,False,False
no_5cf2ebb7d8f93d79,1,0,2.8641688339834346,0.5516600547135792,False,False,False,False,False
no_85d9aedf6609d558,1,0,3.963911851387964,0.31007634843898835,False,False,False,False,False
no_958591875ea6906d,1,0,3.540917146308394,0.5661031096373595,False,False,False,False,False
no_c9687992fb9b08ab,1,0,2.698621398278175,0.5914001439978921,False,False,False,False,False
no_d7c5a293e3a86973,1,0,3.0097578979832886,0.5713165872184767,False,False,False,False,False
no_e5c87d653a311de0,1,0,3.169587868735181,0.3662202763201501,False,False,False,False,False
no_f0b66b2ec894464a,1,0,3.6827008939039887,0.5110537806410019,False,False,False,False,False
no_f215d878500f122a,1,0,2.2515294319097148,0.5152092045666559,False,False,False,False,False
yes_0ec537e621f0f4d0,1,1,4.403823944022873,0.6035603281206099,False,False,False,False,False
yes_156ecc9571f09415,1,1,3.6107264515938766,0.6454881369954653,False,False,False,False,False
yes_234a90d917bf3e4a,1,1,4.102280515003515,0.6652349036075282,False,False,False,False,False
yes_3c09eb1b78644267,1,1,4.403916096093055,0.5973449903081909,False,False,False,False,False
yes_4701c1a80ad7fb1a,1,1,3.935781436834628,0.6756302974208318,False,False,False,False,False
yes_599db29f5d7660df,1,1,4.44729206154312,0.5879946888771338,False,False,False,False,False
yes_6d94988b43d92df8,1,1,4.286716988679401,0.6822299343679029,False,False,False,False,False
yes_7a2b0e735ffe47bf,1,1,3.1482906873111,0.6500590596924757,False,False,False,False,False
yes_80b55144133cf5dd,1,1,3.6934878270325173,0.6516999625654285,False,False,False,False,False
yes_839960129c2d2391,1,1,4.2967536994909015,0.7106358005181223,False,False,False,False,False
yes_86c524a536b573b0,1,1,4.8373680980114395,0.6643447609685481,False,False,False,False,False
yes_8982b5de68ff551f,1,1,4.444474941889268,0.5801574997736164,False,False,False,False,False
yes_a4bb0592d8506207,1,1,4.648929088367665,0.671326139136148,False,False,False,False,False
yes_a782a621062fc811,1,1,3.2842049962512725,0.6226955958744377,False,False,False,False,False
yes_a89a5d4ea98af15a,1,1,3.3191078284877165,0.7321059504495792,False,True,False,False,False
yes_b0d3c2da527816a2,1,1,3.6599551909087924,0.599612229265737,False,False,False,False,False
yes_bc6792d845a930da,1,1,4.080406231203434,0.6471438152038985,False,False,False,False,False
yes_d9f1ab1674e26c52,1,1,4.796377037889948,0.5157724999002486,False,False,False,False,False
yes_e1bc386b0834dc6d,1,1,4.250418866281184,0.6762240432218489,False,False,False,False,False
yes_f010698cbecf8c85,1,1,3.71683187718177,0.5890450742932565,False,False,False,False,False
yes_f23446d4245ca399,1,1,5.160263119820149,0.4576096603289692,True,False,False,False,False
yes_f71bc49ecd44121e,1,1,4.272467714578947,0.7140920266663645,False,False,False,False,False
yes_f81cb097ee26c6ff,1,1,4.177353423276142,0.6259069637895476,False,False,False,False,False
yes_ff10ebea461d8636,1,1,2.868588775003469,0.6454395887354061,False,False,False,False,False
no_0223943a2b28b7ae,2,0,3.129817896252369,0.5836635047604037,False,False,False,False,False
no_173a41b949f0af0e,2,0,3.2896957713141637,0.34851774120797896,False,False,False,False,False
no_1db0e714ae03db2f,2,0,2.7688447818925894,0.5783359709203095,False,False,False,False,False
no_3c3bdbcf86cd640b,2,0,2.8645432460843216,0.5877745407343673,False,False,False,False,False
no_5e984e1fb53f9917,2,0,4.3371458520963975,0.5420222587180359,False,False,False,False,False
no_7bd4d5d58606af2e,2,0,3.4727395917062718,0.5484902620322177,False,False,False,False,False
no_7f77955933dac2ac,2,0,3.9766162111047083,0.5600501251481889,False,False,False,False,False
no_91eb18f61d813028,2,0,3.1037894289525383,0.4827279615992871,False,False,False,False,False
no_971b1ba3120ce311,2,0,2.735212361889891,0.5699030717913072,False,False,False,False,False
no_9c54a8ba366d8a98,2,0,4.467465643509438,0.6113795250165691,False,False,False,False,False
no_b85ca032439975a9,2,0,4.587483454132484,0.6740206053154238,False,False,False,False,False
no_bbff47f934ea4633,2,0,4.958561510409642,0.6001880486421173,False,False,False,False,False
no_cca6c02571d544a6,2,0,2.9170539669551148,0.5534538094946396,False,False,False,False,False
no_e615defa5c0de164,2,0,3.292323673510057,0.6859427442052576,False,False,False,False,False
no_f1db26614acae672,2,0,4.628925550765439,0.5616505887670968,False,False,False,False,False
yes_22acd08bd4f3ff6d,2,1,4.4368181692568545,0.46882572863407135,False,False,False,False,False
yes_279ccefd120d2f24,2,1,4.658565004902301,0.5366819986844904,False,False,False,False,False
yes_2b8f8b25dbe4563c,2,1,4.471585550259892,0.5693974459539014,False,False,False,False,False
yes_2e8e5db146be404d,2,1,4.490259642467862,0.6343486830354442,False,False,False,False,False
yes_2fcfad6defbc064b,2,1,4.236581508869546,0.5898457778042363,False,False,False,False,False
yes_370b20ef332e8a98,2,1,3.71055517807481,0.5937109390393482,False,False,False,False,False
yes_3823fa4265917a74,2,1,3.440482632227535,0.6717856748702354,False,False,False,False,False
yes_3aca2acadb402b7f,2,1,3.933503918252264,0.6298520027871163,False,False,False,False,False
yes_40acbff027d24bd1,2,1,3.340612169417778,0.5763984496604769,False,False,False,False,False
yes_73c350c62520a00c,2,1,3.88441640834616,0.574135048096776,False,False,False,False,False
yes_7567ef69a11ba556,2,1,3.5387114127419306,0.6278881235566413,False,False,False,False,False
yes_8982ebda6db4292b,2,1,2.931980182203298,0.6392605587745535,False,False,False,False,False
yes_89f6df9589f65709,2,1,3.2678126923440054,0.6916830173832726,False,False,False,False,False
yes_8d6c1b4cd984419b,2,1,3.484473309644397,0.6919402053443593,False,False,False,False,False
yes_8e50086f244936da,2,1,3.7192155936166347,0.7509656927101811,False,True,False,False,False
yes_a2001b87954a57a1,2,1,3.341236768318623,0.6361302486529091,False,False,False,False,False
yes_ae6296325b0ca772,2,1,4.66525350637556,0.6331534090866854,False,False,False,False,False
yes_ae84bfb73e4381d4,2,1,5.445300253637107,0.5434217337788114,True,False,False,False,False
yes_bab9f575d0033ff2,2,1,2.8381143537013918,0.6982659036575284,False,False,False,False,False
yes_d6321c1d40a6e6c1,2,1,5.717119948479015,0.6059936662455983,True,False,False,False,False
yes_e3cf525b6b42cbe3,2,1,3.157133638605868,0.6551121631891181,False,False,False,False,False
yes_f9588890598676c0,2,1,3.954940971824765,0.5565564846512396,False,False,False,False,False
yes_fa097654f17421e0,2,1,3.5754267404239397,0.724307850703784,False,False,False,False,False
yes_fbaf145857c5f1ba,2,1,4.186426515581391,0.6082582195615536,False,False,False,False,False
no_094d704894ade3c7,3,0,3.9278386430552086,0.688894213958895,False,False,False,False,False
no_0a36fbaeb53f88ba,3,0,4.3365710629621095,0.5197184846122527,False,False,False,False,False
no_0e26eb1cc143b940,3,0,3.360306357162837,0.5749384615230813,False,False,False,False,False
no_1baef946656a32a6,3,0,2.9917451903494063,0.7058117258304211,False,False,False,False,False
no_79d7586597473b15,3,0,3.772320877961334,0.6722120290125391,False,False,False,False,False
no_93572395500b0834,3,0,2.7039681805751656,0.7406255106865075,False,True,False,False,False
no_97b98afb01833015,3,0,3.8080465203320495,0.5855383670972147,False,False,False,False,False
no_9f1843e9d1a4ed47,3,0,3.2323050680360166,0.5283395181850262,False,False,False,False,False
no_a638ba6f81ce54a1,3,0,2.932323646252857,0.5219359076976687,False,False,False,False,False
no_bfcce139b2b99288,3,0,4.236065812424726,0.644337151607355,False,False,False,False,False
no_cadc69402b71fdaf,3,0,3.1751847662084383,0.6739577707850344,False,False,False,False,False
no_d65b09e2ad414b8c,3,0,3.429144674217551,0.6852447436331227,False,False,False,False,False
no_d8534287064d8160,3,0,3.5416753727904484,0.5689088041334521,False,False,False,False,False
no_e4d9d83f89339366,3,0,3.294471684717776,0.48358375864293934,False,False,False,False,False
no_fab9adae37e0a120,3,0,5.4959691240196795,0.5845949952605907,True,False,False,False,False
yes_065946b4f95b37ca,3,1,3.5200989454242695,0.7123136066701823,False,False,False,False,False
yes_2760d25b58a26198,3,1,3.59458446336037,0.64137629576959,False,False,False,False,False
yes_29a0dca969e7ab80,3,1,3.1534540472967763,0.6702458045573576,False,False,False,False,False
yes_3b6e1cdd42dc80c6,3,1,4.019887453382897,0.635854181146071,False,False,False,False,False
yes_41875c6939d7ee37,3,1,2.821973256473097,0.5866426238463001,False,False,False,False,False
yes_46472abac1ff15e3,3,1,3.9855092921123205,0.5751103171817602,False,False,False,False,False
yes_47ef81df4154ea0c,3,1,3.7715085267641912,0.6583099085564964,False,False,False,False,False
yes_58b1e2bdfe9808ed,3,1,3.4914351379389563,0.6383078390119812,False,False,False,False,False
yes_66147a7d68e48060,3,1,5.079361698571428,0.6173612960000913,False,False,False,False,False
yes_72814f8ef18fc32e,3,1,4.119780057207524,0.7052691722030844,False,False,False,False,False
yes_76b82eab2be11768,3,1,2.631667554049771,0.6903786344730706,False,False,False,False,False
yes_7c56acddf6dd78be,3,1,3.7589491470002865,0.5196956946201678,False,False,False,False,False
yes_8f1834021d381e2c,3,1,5.19324774134371,0.5161954124489427,True,False,False,False,False
yes_91d3a5eb7904a869,3,1,5.049454185450374,0.6603707470338323,False,False,False,False,False
yes_a52bf95251106e51,3,1,4.660429930682157,0.5493438686472786,False,False,False,False,False
yes_a710082857d3c289,3,1,4.156008204322965,0.5857794069270976,False,False,False,False,False
yes_a811436248b91154,3,1,3.5706628643610454,0.6446494910889585,False,False,False,False,False
yes_abaeb9ec13519757,3,1,3.8441643657417908,0.6243957080172023,False,False,False,False,False
yes_ade22fa7958f1d0a,3,1,4.406403420777466,0.5721557140719352,False,False,False,False,False
yes_b26bd519d43545c0,3,1,4.026670309294838,0.5288426442121653,False,False,False,False,False
yes_bb935cc3d5fcee46,3,1,4.0075223088736545,0.741742853425783,False,True,False,False,False
yes_dcc31f03c9b97631,3,1,6.2137863209063156,0.4339402006835621,True,False,True,False,True
yes_ded0746adccbdec2,3,1,3.775493542655071,0.5566235267535942,False,False,False,False,False
yes_e720f125defd3a59,3,1,3.8243557411594895,0.5327914557347143,False,False,False,False,False
yes_feb7111720d9d553,3,1,3.8757535292273846,0.6301783447547231,False,False,False,False,False
no_0bc12dee429a9969,4,0,2.5124481654866915,0.44177338003787914,False,False,False,False,False
no_16d05c87bffe4fdd,4,0,2.9836796003860053,0.4419530444238855,False,False,False,False,False
no_2d304e407ec526c9,4,0,2.534866693008816,0.3942178573990123,False,False,False,False,False
no_2db2426323e2d116,4,0,4.238181427883297,0.5334222997141767,False,False,False,False,False
no_3ceab6190d93957c,4,0,3.6317041335994156,0.39060558149036306,False,False,False,False,False
no_6a028c0cf05b9ab4,4,0,2.9626920817568263,0.5160450089931983,False,False,False,False,False
no_912cec46265a5793,4,0,3.495533400782352,0.6395202573462139,False,False,False,False,False
no_96eb6967090f99bc,4,0,2.3588368755053772,0.34559487557734025,False,False,False,False,False
no_ab2d50ea056994dd,4,0,4.31996436229936,0.5867704672496069,False,False,False,False,False
no_c3da82d44359f4a1,4,0,3.7179488300425523,0.5783143002768574,False,False,False,False,False
no_c9d574a467241cb3,4,0,3.4021890101872283,0.6302022389110373,False,False,False,False,False
no_cc897565e991fd55,4,0,3.382169030864734,0.5806298659413482,False,False,False,False,False
no_e89b26e1115b4818,4,0,4.050612730605318,0.46753488735835846,False,False,False,False,False
no_f305c895d86e72b7,4,0,3.2281716398869484,0.361811850455968,False,False,False,False,False
no_f6b9367846473d64,4,0,3.2117431889990686,0.5012417464917267,False,False,False,False,False
yes_00aa87e56bf59778,4,1,5.301876886252216,0.6913953723213064,True,False,False,False,False
yes_10e6d731d447b374,4,1,3.1941398504338987,0.5999873734906783,False,False,False,False,False
yes_1a8bfe88bf24a2f6,4,1,4.197978581398149,0.6074981552821498,False,False,False,False,False
yes_1b188f3b3268a61f,4,1,5.460043256540395,0.5340705119737026,True,False,False,False,False
yes_27a43972bf6b6bb0,4,1,4.190166006680708,0.6202335387859048,False,False,False,False,False
yes_2e56cee08cdc90d9,4,1,3.645230867350281,0.547879715432155,False,False,False,False,False
yes_2ecddc01c12b1157,4,1,3.418226064554845,0.5944019814074021,False,False,False,False,False
yes_3ea514113ad745b5,4,1,2.895032777386374,0.6724326756583054,False,False,False,False,False
yes_4b4dac686a5833b9,4,1,4.391803108561187,0.5244275655562166,False,False,False,False,False
yes_6d6496cd067b1f66,4,1,3.5408090740865132,0.5250603912966605,False,False,False,False,False
yes_728b7c8bdd193b36,4,1,3.8538796722993127,0.7649803783137905,False,True,False,False,False
yes_72fca1cc64c1d654,4,1,4.0875064100706835,0.7182736682009411,False,False,False,False,False
yes_7d3a903c571970fb,4,1,5.032288976662553,0.6356661972661448,False,False,False,False,False
yes_8401fd725d100f99,4,1,3.5203538671083394,0.852299105879133,False,True,False,True,True
yes_a66911b8e185964e,4,1,3.560435426365579,0.6842693671152013,False,False,False,False,False
yes_b3c83703ca0184fa,4,1,3.7547890408740465,0.7659758949317732,False,True,False,True,True
yes_b8a8b00299f2da21,4,1,4.6782231111034855,0.5974933176971597,False,False,False,False,False
yes_c18a91d081701485,4,1,2.9897589762819745,0.6406647047524647,False,False,False,False,False
yes_c462139e87fd54e1,4,1,5.1182396953679525,0.5319995736994357,False,False,False,False,False
yes_c54a901936d151f7,4,1,4.322714754171636,0.5254146670841024,False,False,False,False,False
yes_cab80a0ea5bbda93,4,1,3.4964473459289604,0.7190279285312251,False,False,False,False,False
yes_d192bd91e088d489,4,1,3.824765023144451,0.7158612871927872,False,False,False,False,False
yes_e85cd56865119207,4,1,4.434504174055625,0.5164845256135119,False,False,False,False,False
yes_f4a7b91418b53b36,4,1,5.795232362404658,0.6240698748165844,True,False,True,False,True
